gene_id,PAvsVH_symbol,PAvsVH_biotype,PAvsVH_logFC,PAvsVH_PValue,PAvsVH_FDR,TiPAvsVH_logFC,TiPAvsVH_PValue,TiPAvsVH_FDR
ENSG00000137959,IFI44L,protein_coding,1.74671935469145,1.5193466738763e-06,2.97183321548348e-05,2.08428114409061,1.0710586904577e-07,2.43107317192404e-06
ENSG00000198431,TXNRD1,protein_coding,1.40033655139965,4.04094628495533e-07,1.06343392654302e-05,1.53865838693105,1.07785363129954e-07,2.43901018079564e-06
ENSG00000170525,PFKFB3,protein_coding,1.24759680353139,4.78530893499419e-06,7.18275830122374e-05,1.60888872918618,1.09428338133138e-07,2.45394686412337e-06
ENSG00000215472,RPL17-C18orf32,protein_coding,1.27191248660821,7.34070447729906e-07,1.68656062990705e-05,1.4433971180668,1.14505007960029e-07,2.55250746910898e-06
ENSG00000129315,CCNT1,protein_coding,1.0522531965502,1.56161750310554e-05,0.000179669970787411,1.2452230089756,1.17130058673537e-07,2.59557437711476e-06
ENSG00000168003,SLC3A2,protein_coding,1.26299990034443,3.26219266042412e-07,9.105485317524e-06,1.35265523147779,1.23531189246756e-07,2.68967618447151e-06
ENSG00000118503,TNFAIP3,protein_coding,1.97018916770386,2.64152020748873e-07,8.04267737971162e-06,2.04633047601727,1.24511219824961e-07,2.70315662750423e-06
ENSG00000165997,ARL5B,protein_coding,1.53793169121372,5.09502618917736e-06,7.49739610155962e-05,1.89724364057125,1.26231157368313e-07,2.73257621008284e-06
ENSG00000144655,CSRNP1,protein_coding,1.75515235233913,2.41912398285363e-06,4.16534221415488e-05,2.0649748844251,1.28591156250041e-07,2.75973570290203e-06
ENSG00000272275,,lncRNA,2.5603953625082,1.60975162211776e-07,5.53075213287248e-06,2.57832855211687,1.37177923329959e-07,2.89426097391941e-06
ENSG00000101670,LIPG,protein_coding,1.25122983555666,1.01281127390738e-07,4.15733597287411e-06,1.22268005187656,1.44698138600843e-07,3.03582369221377e-06
ENSG00000142657,PGD,protein_coding,1.22401979311775,1.72819855637522e-07,5.85710732454768e-06,1.23460457732187,1.52516970753808e-07,3.16441027962886e-06
ENSG00000111912,NCOA7,protein_coding,2.09211028017873,4.42290372746479e-06,6.77454988112705e-05,2.5520845749436,1.59044628383228e-07,3.2726490840395e-06
ENSG00000231721,LINC-PINT,lncRNA,2.03793252661171,4.66631115354764e-07,1.19694077192027e-05,2.14967675379643,1.68754137390073e-07,3.45305242372645e-06
ENSG00000172216,CEBPB,protein_coding,1.41347685016752,1.49537975902325e-07,5.33352114051626e-06,1.40000729479119,1.72420290137437e-07,3.50541494950967e-06
ENSG00000001630,CYP51A1,protein_coding,1.32256377380709,1.93719591531453e-08,1.26170412223529e-06,1.15127329455427,1.74243411390643e-07,3.52725176031329e-06
ENSG00000051108,HERPUD1,protein_coding,1.46310397874068,6.40542680740399e-07,1.52791868749859e-05,1.60340291173094,1.78536477093713e-07,3.58313609076591e-06
ENSG00000240065,PSMB9,protein_coding,1.23192426443411,2.27791076592478e-06,4.03346374391882e-05,1.42974559480053,1.84067164138415e-07,3.64292929340565e-06
ENSG00000170006,TMEM154,protein_coding,1.5107952940739,9.25413403391928e-06,0.000120206976867122,1.90089169426001,1.88233072476364e-07,3.68111152179626e-06
ENSG00000135047,CTSL,protein_coding,1.47915590288312,1.64457612429544e-07,5.6246005346908e-06,1.45353072272448,2.10454401701919e-07,4.00077022524715e-06
ENSG00000100292,HMOX1,protein_coding,3.67692445270159,1.89592492953058e-07,6.3113234320818e-06,3.64730243647889,2.11208834584717e-07,4.00494726845451e-06
ENSG00000170340,B3GNT2,protein_coding,1.23766814964454,1.19285954667726e-06,2.48181055683685e-05,1.36591061847879,2.21504192856051e-07,4.18956162750461e-06
ENSG00000111335,OAS2,protein_coding,2.90089803891215,1.99456463188398e-06,3.6760680734381e-05,3.25255856315328,2.28188757942314e-07,4.28354335084694e-06
ENSG00000135114,OASL,protein_coding,3.31443861352609,1.64938332562198e-06,3.17580491231584e-05,3.64158930207841,2.51371976929803e-07,4.66033689902036e-06
ENSG00000163661,PTX3,protein_coding,1.39908166759482,2.68212486568981e-07,8.10044969516802e-06,1.39346810390432,2.79857510755828e-07,5.0631225979738e-06
ENSG00000176907,TCIM,protein_coding,2.66843815875153,1.9007394697069e-06,3.56314361693739e-05,2.9832423926972,2.92495363124835e-07,5.24112504738042e-06
ENSG00000116285,ERRFI1,protein_coding,1.07667525940408,7.47233320740146e-06,0.000100863882089583,1.37073839029823,3.04960611286817e-07,5.41268952260252e-06
ENSG00000133106,EPSTI1,protein_coding,2.34682430840309,5.21596261660179e-06,7.60069260668237e-05,2.72729681247743,3.10852686672756e-07,5.50422369545849e-06
ENSG00000166173,LARP6,protein_coding,1.15551528815171,1.05215791512614e-06,2.26303675075153e-05,1.24669061004078,3.16108859920193e-07,5.58409283208077e-06
ENSG00000160888,IER2,protein_coding,1.07071938465291,7.78587857778272e-06,0.000104136125977844,1.31601575196274,3.18307817967191e-07,5.5965388651978e-06
ENSG00000173334,TRIB1,protein_coding,1.43616759888016,1.30698473022715e-06,2.65293106487841e-05,1.5540455795466,3.31090173115598e-07,5.74830685653508e-06
ENSG00000068079,IFI35,protein_coding,1.75117987689884,2.23125701137237e-06,3.97907500361406e-05,1.98034160452133,3.31544534315508e-07,5.74830685653508e-06
ENSG00000120217,CD274,protein_coding,2.87222438608666,2.3042368581561e-06,4.06590853306524e-05,3.29062931746335,3.43533606446481e-07,5.92872514351186e-06
ENSG00000177337,DLGAP1-AS1,lncRNA,1.11132302434781,6.24117712801232e-06,8.67280458048465e-05,1.22553287569762,3.55245270790553e-07,6.08875761606691e-06
ENSG00000176887,SOX11,protein_coding,1.24177176953338,3.7154968491909e-05,0.000352713198991633,1.6581308858501,3.64154033540924e-07,6.19889479823073e-06
ENSG00000166750,SLFN5,protein_coding,1.65863930804075,4.92347609052934e-06,7.33137891015204e-05,1.92371385197482,4.14748991606198e-07,6.84244481746788e-06
ENSG00000184557,SOCS3,protein_coding,2.62319542973207,4.45807596577463e-06,6.78678637879106e-05,3.10280343552275,4.29014249364663e-07,7.03132763181909e-06
ENSG00000284879,,lncRNA,1.05121991349262,2.86655975821704e-05,0.000288195068309338,1.36740600410606,4.83206105040913e-07,7.7665530617091e-06
ENSG00000002549,LAP3,protein_coding,1.95151478642832,4.98623716185944e-06,7.36625568882193e-05,2.31041802413335,5.08373202031151e-07,8.10152187917727e-06
ENSG00000116514,RNF19B,protein_coding,1.86488123158144,4.39768783823793e-06,6.76358971425094e-05,2.1124504408856,5.14383612038813e-07,8.1625704537515e-06
ENSG00000138018,SELENOI,protein_coding,1.14340637931517,5.23742155952928e-05,0.000464240088531057,1.36193382106639,5.30490720901136e-07,8.38264873322682e-06
ENSG00000164164,OTUD4,protein_coding,1.026164374399,1.98023664587468e-05,0.000217589565083231,1.30628319053721,5.61241687700724e-07,8.7943519683649e-06
ENSG00000152413,HOMER1,protein_coding,1.72445043123307,7.77240518839421e-05,0.000620632354595657,2.32761084522943,5.68874176967224e-07,8.8768074697594e-06
ENSG00000130589,HELZ2,protein_coding,1.63955341950998,2.22434568385394e-06,3.97621698617328e-05,1.78157916761531,5.74651638569731e-07,8.91126454013931e-06
ENSG00000177888,ZBTB41,protein_coding,1.30163825641015,5.40972613605457e-06,7.79284406368749e-05,1.49151233892062,5.73264618305258e-07,8.91126454013931e-06
ENSG00000233975,LINC02574,lncRNA,2.91654348181007,6.87033612043914e-06,9.37319080912371e-05,3.33740149119857,6.28933333391367e-07,9.6273277970344e-06
ENSG00000162645,GBP2,protein_coding,1.92104529764438,1.06895400244737e-05,0.000133283957492227,2.34056993996678,6.29825182983559e-07,9.6273277970344e-06
ENSG00000114127,XRN1,protein_coding,1.37327245083766,2.64648880126923e-05,0.000271537001664474,1.71945881205849,6.81264006769651e-07,1.01619878563803e-05
ENSG00000205413,SAMD9,protein_coding,1.2599110922065,1.35648910903931e-05,0.000161536317364046,1.51290562118448,7.20005549151074e-07,1.06367683691155e-05
ENSG00000154642,C21orf91,protein_coding,1.09226525569938,2.74865721831758e-05,0.000279720687027156,1.37558931415759,7.87839786532988e-07,1.15252343772111e-05
ENSG00000239713,APOBEC3G,protein_coding,1.44047998581655,2.29057220992066e-05,0.000244392960859056,1.77521176148191,7.95178022643934e-07,1.15688383841034e-05
ENSG00000056558,TRAF1,protein_coding,1.40147172732146,5.19496443501348e-06,7.58485060784619e-05,1.56968347237387,8.05031161539361e-07,1.164031544388e-05
ENSG00000169248,CXCL11,protein_coding,5.18160757563319,5.87875693204958e-06,8.24567217622684e-05,5.86116819572399,9.58373059125629e-07,1.34172228277588e-05
ENSG00000197930,ERO1A,protein_coding,1.25644087574994,7.61848936212073e-06,0.000102446113684532,1.42902009001387,9.81585735565655e-07,1.36149577025681e-05
ENSG00000167996,FTH1,protein_coding,1.24351565019678,2.130541186624e-07,6.84882123940506e-06,1.11002212343033,1.00427618590315e-06,1.3827258515468e-05
ENSG00000137575,SDCBP,protein_coding,1.28046925463322,6.15666944269272e-07,1.47799532454386e-05,1.2310749248102,1.0524746933119e-06,1.43588988213227e-05
ENSG00000136514,RTP4,protein_coding,2.43791486336413,5.70113971300713e-06,8.07288582276295e-05,2.67163796780034,1.07191389597648e-06,1.45710255551068e-05
ENSG00000184371,CSF1,protein_coding,1.89997617383404,2.96646926706137e-07,8.54571338857293e-06,1.71920894525343,1.27159255524565e-06,1.65927321233274e-05
ENSG00000172059,KLF11,protein_coding,1.50981449874315,1.30288131905974e-07,4.81652151659662e-06,1.40601994106137,1.31054207453098e-06,1.69532990297703e-05
ENSG00000101255,TRIB3,protein_coding,2.64215087191428,1.58913497675588e-06,3.07561265527172e-05,2.67174898321561,1.33801062980378e-06,1.72490526974704e-05
ENSG00000104312,RIPK2,protein_coding,1.56671333286127,1.29484593235839e-05,0.000155672488497019,1.79188969378625,1.38872384784072e-06,1.77500710244487e-05
ENSG00000173281,PPP1R3B,protein_coding,1.08439646018722,0.000181434892569127,0.00120668473985004,1.33588906663815,1.38686311130079e-06,1.77500710244487e-05
ENSG00000168062,BATF2,protein_coding,3.29053646017236,1.04886791581163e-05,0.00013137158343527,3.7193326231925,1.44792373295738e-06,1.83191702024506e-05
ENSG00000223496,EXOSC6,protein_coding,1.23388872907216,4.05502188757816e-06,6.32752373707508e-05,1.31319121313734,1.47214191867068e-06,1.85005754544352e-05
ENSG00000157557,ETS2,protein_coding,1.18566777978802,2.88278078645162e-06,4.83043134016166e-05,1.23410032682412,1.49372785543424e-06,1.86467027286707e-05
ENSG00000234518,PTGES3P1,processed_pseudogene,2.33029498305873,4.33113389315772e-05,0.000398528167810213,2.80107032354742,1.66387416825903e-06,2.02640935288783e-05
ENSG00000168917,SLC35G2,protein_coding,1.24610000065482,1.29442075351281e-05,0.000155672488497019,1.34327999291712,1.66979734871196e-06,2.03032177627478e-05
ENSG00000130303,BST2,protein_coding,1.97199679919784,1.15394166828193e-05,0.000142389177848957,2.26775227730649,1.75145946942408e-06,2.10568722728513e-05
ENSG00000135148,TRAFD1,protein_coding,1.58574880430165,1.34918675166228e-05,0.000161228639490673,1.8258380719613,1.92915071699138e-06,2.28267596686658e-05
ENSG00000172893,DHCR7,protein_coding,1.56706458225282,1.84343943825225e-07,6.19164188004903e-06,1.34261902934828,2.06296587951728e-06,2.42534863662628e-05
ENSG00000133321,PLAAT4,protein_coding,1.8651866769733,3.41430509119393e-05,0.000330402391899774,2.26684282351736,2.20044782973511e-06,2.53949988362342e-05
ENSG00000155090,KLF10,protein_coding,1.28004702151458,6.97245621020877e-06,9.4952176389934e-05,1.38099320210685,2.23191916413897e-06,2.5622172286072e-05
ENSG00000258967,HMGN1P3,processed_pseudogene,1.74943226413649,0.000224426377260486,0.00142826660184191,2.35117491534396,2.3347928735487e-06,2.64963615498178e-05
ENSG00000151790,TDO2,protein_coding,1.37223454088086,1.90721166791894e-06,3.56314361693739e-05,1.35922816483018,2.41563085975695e-06,2.7248607137921e-05
ENSG00000153879,CEBPG,protein_coding,1.35642339199472,1.20060778974366e-05,0.000147177616124059,1.51007982731076,2.44742918109351e-06,2.74831252869422e-05
ENSG00000196611,MMP1,protein_coding,3.82468438624898,9.36122475011664e-06,0.000121307220377809,4.06628140505689,2.60036723048608e-06,2.87692031851414e-05
ENSG00000130766,SESN2,protein_coding,1.41315783274288,4.32321070443838e-06,6.71801829382645e-05,1.45874510750331,2.66994365204665e-06,2.9322401691832e-05
ENSG00000133134,BEX2,protein_coding,1.36533470336411,2.40079415242139e-06,4.14330603724336e-05,1.35286546783006,2.7116170096192e-06,2.96496516818216e-05
ENSG00000117226,GBP3,protein_coding,1.20627888782915,4.4258771029319e-05,0.000404654888987357,1.49601032163459,2.71708576346124e-06,2.96661404786074e-05
ENSG00000251349,MSANTD3-TMEFF1,protein_coding,1.02711464172135,3.09131132226704e-05,0.000305460709812403,1.20551153710416,2.84955313131122e-06,3.08873414667453e-05
ENSG00000168961,LGALS9,protein_coding,2.2626814011903,4.71802629760105e-06,7.11026498370862e-05,2.33301211873437,2.86975171628777e-06,3.10613299927679e-05
ENSG00000096968,JAK2,protein_coding,1.52604983625208,0.000182067208266602,0.0012089391754582,2.01205199552184,2.9476363174932e-06,3.18123861931182e-05
ENSG00000211459,MT-RNR1,Mt_rRNA,1.0785313049924,2.44723175030473e-05,0.000256360360975978,1.27933015910517,3.08002459637487e-06,3.31456669925974e-05
ENSG00000196756,SNHG17,lncRNA,1.08101479032863,3.55606401739488e-06,5.74028437290683e-05,1.08093903035016,3.39767839617142e-06,3.5995206771321e-05
ENSG00000149131,SERPING1,protein_coding,1.34078200553992,0.000119539474267517,0.00087011726167512,1.74132177057982,3.46767879652073e-06,3.65301184049792e-05
ENSG00000217128,FNIP1,protein_coding,1.02772656747546,0.000172318979072609,0.00115755081009313,1.22438069954485,3.46442535734866e-06,3.65301184049792e-05
ENSG00000139318,DUSP6,protein_coding,1.25599162180255,7.63736972737579e-05,0.000612461448158936,1.56130633197686,4.11001963843154e-06,4.19384444299688e-05
ENSG00000025708,TYMP,protein_coding,2.83300930657268,5.41246931087719e-06,7.79284406368749e-05,2.8678861641278,4.24003628660916e-06,4.31492823188894e-05
ENSG00000136997,MYC,protein_coding,1.04972250893589,2.56651894832643e-05,0.000265147957558138,1.18033098929432,4.60928372414308e-06,4.61544586815932e-05
ENSG00000176171,BNIP3,protein_coding,1.49880813715238,7.3418860613798e-05,0.000593174300795105,1.84135151658451,5.31815551580834e-06,5.10679292479544e-05
ENSG00000171621,SPSB1,protein_coding,1.61657893058936,6.04039826089947e-05,0.000515878939271802,1.92167754825652,5.41548207758291e-06,5.17314960465292e-05
ENSG00000120526,NUDCD1,protein_coding,1.00644214144348,0.000408629244230767,0.00227556359798397,1.38478225222219,5.93671320475043e-06,5.51733991313305e-05
ENSG00000073756,PTGS2,protein_coding,3.2049746525931,0.000208937345411746,0.00135258488948486,3.90858704411802,6.17067876620159e-06,5.6709673569141e-05
ENSG00000143333,RGS16,protein_coding,1.81374442365545,1.35939406331349e-05,0.000161616849749493,1.91154541047542,6.37830767787806e-06,5.81186429529278e-05
ENSG00000065833,ME1,protein_coding,1.08728842313446,1.4002582951783e-05,0.000165424836449297,1.14684570860707,6.65075494955927e-06,5.97292021249388e-05
ENSG00000130775,THEMIS2,protein_coding,2.19601358805312,6.65806105464345e-07,1.5731507034473e-05,1.91593728860385,6.87918879587586e-06,6.12664971237933e-05
ENSG00000128016,ZFP36,protein_coding,2.08882566669381,0.000200143871653337,0.00130128263774609,2.58397598347045,7.0814265128859e-06,6.27690941793082e-05
ENSG00000116741,RGS2,protein_coding,1.59647782862733,0.000108595926250938,0.000808532293856388,1.93371487913941,7.32886617133598e-06,6.45802442627135e-05
ENSG00000149948,HMGA2,protein_coding,1.28324892133949,0.000216882966028962,0.0013907991571549,1.63033482168849,7.50540009496277e-06,6.57490604810189e-05
ENSG00000170385,SLC30A1,protein_coding,1.02883783587815,8.68683234634365e-06,0.00011465375616146,1.03569317596469,7.70020532082441e-06,6.71414876053258e-05
ENSG00000177409,SAMD9L,protein_coding,1.41043089722559,0.00028034217990723,0.00168791232114562,1.80776372121844,7.94256390929748e-06,6.8853939445183e-05
ENSG00000047365,ARAP2,protein_coding,1.57838037485332,9.51293400364738e-05,0.000736834288390061,1.86353368041341,8.1118142826162e-06,6.98361942262016e-05
ENSG00000047634,SCML1,protein_coding,1.04394186900809,0.000232842272143672,0.00146731876810731,1.25441533499215,8.29078680755035e-06,7.07266437227245e-05
ENSG00000151012,SLC7A11,protein_coding,1.27479227055081,1.00824815101327e-05,0.000127779672607265,1.28867757444102,8.69695734117087e-06,7.34387942337879e-05
ENSG00000251141,MRPS30-DT,lncRNA,1.08837243186738,0.000117113820517143,0.000858505709076854,1.30232141536823,9.88414225661037e-06,8.1443592411454e-05
ENSG00000109320,NFKB1,protein_coding,1.35312390851373,4.44416748449589e-06,6.77939194681756e-05,1.2799138813498,1.00792308181404e-05,8.24164179343573e-05
ENSG00000141574,SECTM1,protein_coding,1.90060488998047,0.000261848931269023,0.00159710789511806,2.3604357242483,1.0454581300135e-05,8.43801874332015e-05
ENSG00000169155,ZBTB43,protein_coding,1.23650117346785,0.000219102388236569,0.00140143201357122,1.53434574643522,1.116236776351e-05,8.8271607896571e-05
ENSG00000251201,TMED7-TICAM2,protein_coding,1.08350904222108,7.87530350273208e-05,0.000627510885483652,1.17749420296467,1.23556045631578e-05,9.50138379651457e-05
ENSG00000115594,IL1R1,protein_coding,1.0659257208758,0.00115764949000346,0.00522651879453037,1.51868923856242,1.31929026024056e-05,0.000100399690125689
ENSG00000133874,RNF122,protein_coding,1.69721483765675,0.000398190078853002,0.00223453619259458,2.14037097400125,1.39791648550711e-05,0.000104933588711125
ENSG00000173221,GLRX,protein_coding,1.28727701587499,2.38014681847544e-06,4.14330603724336e-05,1.12319139554556,1.45568128097769e-05,0.000107992875146542
ENSG00000128342,LIF,protein_coding,1.18191994951203,4.79020292471501e-05,0.000429684070731922,1.29468320090141,1.4713455228119e-05,0.000108789515951245
ENSG00000225492,GBP1P1,transcribed_unprocessed_pseudogene,5.27721016448004,0.000105685512679329,0.000793251381535258,5.87008307857091,1.51233164977437e-05,0.000111161570724338
ENSG00000049130,KITLG,protein_coding,1.77690731416555,6.60784038631907e-05,0.000550089351839476,1.92463519360967,2.01173230095939e-05,0.000140427538995208
ENSG00000138821,SLC39A8,protein_coding,1.09462259748151,3.94607200214613e-05,0.000369450991200931,1.14585712328594,2.03817115487116e-05,0.000141811723205158
ENSG00000151617,EDNRA,protein_coding,1.26087953790401,0.000405030723665774,0.00226563115777195,1.57060358760022,2.12566350213931e-05,0.000146731345935685
ENSG00000122861,PLAU,protein_coding,1.03771745860733,6.41406402009686e-05,0.000537976926209692,1.13931578743111,2.23804667424575e-05,0.000152668211203102
ENSG00000162654,GBP4,protein_coding,3.9033139408489,0.000248441513950295,0.00154810893468195,4.52812811361054,2.35414674384254e-05,0.000159426393412122
ENSG00000158201,ABHD3,protein_coding,1.58138842392961,0.000124785703869123,0.000898697040365124,1.77159380374456,2.49406656228168e-05,0.000167990634455843
ENSG00000204267,TAP2,protein_coding,1.15261651005363,0.000428513758733873,0.00236171306322054,1.43699202194389,2.53616438105352e-05,0.000170519490252162
ENSG00000130513,GDF15,protein_coding,2.14078474507789,2.28681881576756e-05,0.000244340555350913,2.11839097571215,2.60238394586298e-05,0.000174189953123447
ENSG00000011422,PLAUR,protein_coding,1.47175110693275,3.84658853800599e-05,0.0003628582890386,1.50498543948325,2.92886424265948e-05,0.000191735696104544
ENSG00000129667,RHBDF2,protein_coding,1.17111062554569,8.26025275340299e-05,0.00065285049501426,1.26247615375565,2.94187555764006e-05,0.000192106782273095
ENSG00000144802,NFKBIZ,protein_coding,1.16795507845237,0.000433595829838014,0.00237649899773657,1.42086707496088,3.42356382701482e-05,0.000217309263257127
ENSG00000185885,IFITM1,protein_coding,1.78053978195383,0.000136580261066803,0.000964171682743029,2.02313219898448,3.54486535241063e-05,0.000223681899659272
ENSG00000074410,CA12,protein_coding,1.11541029366656,0.000606928132901918,0.00311575854382136,1.38847441272592,4.03745635819412e-05,0.000247467660579983
ENSG00000122643,NT5C3A,protein_coding,1.02499230690357,7.30549145853513e-05,0.000592187565199438,1.06625194438816,4.25692721553363e-05,0.000259644827722694
ENSG00000161011,SQSTM1,protein_coding,1.39436586591973,5.82150056181283e-06,8.18068277823228e-05,1.17725383561469,4.29530031398119e-05,0.000261559344322919
ENSG00000138755,CXCL9,protein_coding,5.50789471895387,0.000193989346378462,0.00127110898059716,6.04919189459574,4.98462635681818e-05,0.000294671281867152
ENSG00000253276,CCDC71L,protein_coding,1.05063619610559,0.00041911539953954,0.0023184448615592,1.22888963956672,6.03045579677476e-05,0.000345525754536444
ENSG00000113161,HMGCR,protein_coding,1.40095471696068,3.30775436164584e-06,5.40940615037715e-05,1.1163930369444,7.4342641380708e-05,0.000406628277379298
ENSG00000121858,TNFSF10,protein_coding,2.98333706847481,0.000180633013966108,0.00120261446631658,3.17460666978274,7.79363763755599e-05,0.000423002506560104
ENSG00000126709,IFI6,protein_coding,1.35036953083264,0.00106724227288298,0.00489806655875827,1.75992505519298,8.11167233336561e-05,0.000437411272691925
ENSG00000177294,FBXO39,protein_coding,2.2912470987923,0.000816444867352577,0.00393258653149248,2.79353848686447,8.15179582335674e-05,0.000438942852026902
ENSG00000134107,BHLHE40,protein_coding,1.39956735905711,0.000149738197632506,0.00103272477004371,1.45758962817738,9.31073666707528e-05,0.000490762967180815
ENSG00000145779,TNFAIP8,protein_coding,1.26171166924576,1.20540523563814e-05,0.000147524268217804,1.08121609095893,9.8408843938849e-05,0.000513646161046675
ENSG00000150630,VEGFC,protein_coding,1.44740214050072,0.00206326930922055,0.00832644780499025,1.86069386038579,0.00010012908201622,0.000520087950278423
ENSG00000167106,FAM102A,protein_coding,1.10094284672299,0.000412545722525593,0.00229056149867805,1.23915806597502,0.000102978799362804,0.000531602848649355
ENSG00000111341,MGP,protein_coding,1.11062538844344,0.00170801806700756,0.0071060001915645,1.42791353979246,0.000124010041991284,0.000618398944417255
ENSG00000136244,IL6,protein_coding,1.4912572895293,0.000104263530482147,0.000789619659566516,1.45656827846674,0.000139348197752382,0.000678620286843526
ENSG00000131203,IDO1,protein_coding,4.6182778790713,0.000436367083411662,0.00238620118528327,5.06194330245034,0.000142439034574892,0.000691873131625125
ENSG00000183486,MX2,protein_coding,2.51859821789472,0.000670328973023191,0.00335837057387539,2.79097444694131,0.000161784668281435,0.000767913286076014
ENSG00000122877,EGR2,protein_coding,2.33088174214083,9.69617741327855e-06,0.000123932370009311,1.92872225253194,0.000163391063960365,0.000773577161228278
ENSG00000108700,CCL8,protein_coding,5.35789166577558,0.000482193601309237,0.00257973576700442,5.79719502474401,0.000176198473867434,0.00082379935659618
ENSG00000137033,IL33,protein_coding,1.57107465952375,0.00605848560778672,0.0192198463372819,2.16102125533813,0.000190761460181366,0.000876566464268977
ENSG00000108551,RASD1,protein_coding,1.64159484906796,0.000430418767325705,0.00236636659297052,1.74048812003612,0.000205957132192639,0.000934354282327598
ENSG00000196843,ARID5A,protein_coding,1.23976831472957,0.000722049222537791,0.00355851712763201,1.36987822255807,0.000220445263748117,0.000989294948440175
ENSG00000121769,FABP3,protein_coding,3.41937174559302,4.05615741042815e-05,0.000376463680348288,3.03271552172205,0.000287571448887827,0.00123342369934714
ENSG00000168334,XIRP1,protein_coding,4.69559824959092,0.00108873555443364,0.0049753687020793,5.08813185469129,0.000326817837969096,0.00135942969255631
ENSG00000137193,PIM1,protein_coding,1.23050749942524,0.000272486322142731,0.00164723369882894,1.2035068273073,0.000346981538587625,0.0014287475118314
ENSG00000011021,CLCN6,protein_coding,1.36236923611502,3.12063691722628e-05,0.000307546980395064,1.11816903465578,0.000386097651039864,0.00155393412481923
ENSG00000107984,DKK1,protein_coding,1.48191898868058,0.0175897307749403,0.04469032683321,2.15828124889452,0.000461302576474074,0.00179209351545167
ENSG00000156510,HKDC1,protein_coding,3.06158787496411,8.26304765385205e-05,0.00065285049501426,2.71331641681942,0.00047248320193668,0.00182516705193395
ENSG00000187193,MT1X,protein_coding,1.25986531257667,0.000495611385567164,0.0026364554530526,1.2466383220661,0.00054829872457717,0.00206266069667655
ENSG00000259052,,lncRNA,1.61317769253356,0.00173843566272878,0.00721778443117438,1.77679276871691,0.000600484633642392,0.00221886033842206
ENSG00000178860,MSC,protein_coding,1.87496611407581,2.27436237215661e-05,0.000243518222436582,1.44439372721374,0.00073061771696951,0.00260586985719125
ENSG00000108688,CCL7,protein_coding,3.84017771968567,0.000621601456162085,0.00316720741949253,3.74730231498313,0.000832756965472317,0.00291192795116137
ENSG00000078018,MAP2,protein_coding,1.04746196386118,0.0202418488494416,0.0497779807651026,1.36506377327263,0.00258058841651402,0.00743122154544021
ENSG00000116016,EPAS1,protein_coding,1.01629305925444,0.0109875594668095,0.0308921998522535,1.19229511731271,0.00297619523975591,0.00833023256568453
ENSG00000165949,IFI27,protein_coding,1.14918961751801,0.00424584138016638,0.0145145376254889,1.18421901122361,0.00332252252755502,0.00908900428465562
ENSG00000138678,GPAT3,protein_coding,1.26708615261594,0.000628288389452244,0.00319692937296013,1.00656656242365,0.00547037334742083,0.0137585951551988
ENSG00000200320,SNORA63,snoRNA,5.01122144435226,0.00907141237732105,0.0265447181964848,5.04712671432845,0.00823801699678043,0.0192460222413866
ENSG00000196954,CASP4,protein_coding,1.191649309804,0.0117698356649824,0.0325539398562473,1.22139423684053,0.00971157853758524,0.0221160605796635
ENSG00000163131,CTSS,protein_coding,6.27477381210462,8.47968073948125e-05,0.000666451298412535,4.25057726580501,0.0112381728029786,0.025126541580391
ENSG00000134802,SLC43A3,protein_coding,2.28401759036247,0.000602840827864345,0.00310328371182402,1.68688450786821,0.0125222021011884,0.0274401335213828
ENSG00000117152,RGS4,protein_coding,1.10289188201147,0.02029747636751,0.0498289406727795,1.17942398634093,0.0136241223772329,0.0294416262566286
ENSG00000120306,CYSTM1,protein_coding,1.04775071833234,3.39366951721444e-08,1.98582692843251e-06,NA,NA,NA
ENSG00000079459,FDFT1,protein_coding,1.02536713001285,5.50846654283003e-08,2.7690211010602e-06,NA,NA,NA
ENSG00000127948,POR,protein_coding,1.00252275693475,1.10223025198926e-07,4.30542645277265e-06,NA,NA,NA
ENSG00000133773,CCDC59,protein_coding,1.01468305198321,2.93211765649946e-07,8.5327844474156e-06,NA,NA,NA
ENSG00000104549,SQLE,protein_coding,1.06863059929177,3.40881244303845e-07,9.42140413223543e-06,NA,NA,NA
ENSG00000166575,TMEM135,protein_coding,1.0478531632333,1.06664845062544e-06,2.28262768433844e-05,NA,NA,NA
ENSG00000197063,MAFG,protein_coding,1.04950413884395,2.1005764693514e-06,3.83339865077005e-05,NA,NA,NA
ENSG00000104687,GSR,protein_coding,1.03668653949131,1.414943286217e-05,0.000166634044241593,NA,NA,NA
ENSG00000198805,PNP,protein_coding,1.11036655629326,1.9188843553294e-05,0.000212296068263179,NA,NA,NA
ENSG00000108179,PPIF,protein_coding,1.27245906842549,0.000105428760331855,0.000793251381535258,NA,NA,NA
ENSG00000163347,CLDN1,protein_coding,1.05394518623937,0.000122999528121654,0.000890112527179894,NA,NA,NA
ENSG00000159023,EPB41,protein_coding,1.01225521365388,0.000156652906762727,0.00107055681720148,NA,NA,NA
ENSG00000216490,IFI30,protein_coding,4.86177063904296,0.000186031726736564,0.00123089896930818,NA,NA,NA
ENSG00000153071,DAB2,protein_coding,1.07282024788206,0.000330477820090077,0.00192180036682816,NA,NA,NA
ENSG00000155368,DBI,protein_coding,1.26499568743382,0.000340667399229771,0.00197428387761121,NA,NA,NA
