ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0010565;regulation of cellular ketone metabolic process;1/9;185/18862;0.0849049807640139;0.107546308967751;0.037582771512276;SREBF1;1
GO:1902275;regulation of chromatin organization;1/9;185/18862;0.0849049807640139;0.107546308967751;0.037582771512276;SREBF1;1
GO:0007219;Notch signaling pathway;1/9;186/18862;0.085345943186947;0.107553305954979;0.0375852166559058;SREBF2;1
GO:0060541;respiratory system development;1/9;188/18862;0.0862273014352635;0.108112403322386;0.0377805969419803;SREBF1;1
GO:1905952;regulation of lipid localization;1/9;189/18862;0.0866676974022271;0.108115763931061;0.0377817713289879;SREBF2;1
GO:0009746;response to hexose;1/9;190/18862;0.087107904692078;0.108118856577604;0.03778285207485;SREBF1;1
GO:1901654;response to ketone;1/9;193/18862;0.0884273952061729;0.109207833079624;0.0381634021416115;SREBF1;1
GO:0034284;response to monosaccharide;1/9;196/18862;0.0897451901713;0.110283890409508;0.0385394375179188;SREBF1;1
GO:0030073;insulin secretion;1/9;207/18862;0.0945626294741405;0.115628561782736;0.0404071684047917;SREBF1;1
GO:0090276;regulation of peptide hormone secretion;1/9;209/18862;0.0954360884876342;0.1161217431352;0.0405795139019238;SREBF1;1
GO:0007623;circadian rhythm;1/9;212/18862;0.0967448726828863;0.116565773427673;0.0407346832348995;SREBF1;1
GO:0008406;gonad development;1/9;212/18862;0.0967448726828863;0.116565773427673;0.0407346832348995;HMGCS1;1
GO:0045137;development of primary sexual characteristics;1/9;217/18862;0.0989224394910524;0.118610886185873;0.0414493614627813;HMGCS1;1
GO:0032388;positive regulation of intracellular transport;1/9;219/18862;0.0997921587873143;0.118963155791637;0.0415724644147207;SREBF2;1
GO:0009743;response to carbohydrate;1/9;221/18862;0.100661131823693;0.118963155791637;0.0415724644147207;SREBF1;1
GO:0045444;fat cell differentiation;1/9;221/18862;0.100661131823693;0.118963155791637;0.0415724644147207;SREBF1;1
GO:0032869;cellular response to insulin stimulus;1/9;226/18862;0.10283030320403;0.120948023292359;0.0422660895374958;SREBF1;1
GO:0008016;regulation of heart contraction;1/9;245/18862;0.11103080359439;0.129974447809547;0.0454204334983288;SREBF1;1
GO:0030072;peptide hormone secretion;1/9;247/18862;0.111890126112617;0.130362552593474;0.045556059291135;SREBF1;1
GO:0042180;cellular ketone metabolic process;1/9;254/18862;0.114891943293343;0.133231502316694;0.0465586328146981;SREBF1;1
GO:0046883;regulation of hormone secretion;1/9;260/18862;0.117457747613527;0.135570390937109;0.0473759729675811;SREBF1;1
GO:0007548;sex differentiation;1/9;262/18862;0.118311545293026;0.135920705522685;0.0474983927247398;HMGCS1;1
GO:0045017;glycerolipid biosynthetic process;1/9;266/18862;0.120016938329653;0.137241591515854;0.047959985102493;SREBF1;1
GO:0015850;organic hydroxy compound transport;1/9;271/18862;0.122144555966809;0.139030900109686;0.0485852708672246;SREBF2;1
GO:0033044;regulation of chromosome organization;1/9;273/18862;0.122994321875826;0.139198519871907;0.0486438467057166;SREBF1;1
GO:0030522;intracellular receptor signaling pathway;1/9;274/18862;0.123418930574687;0.139198519871907;0.0486438467057166;SREBF1;1
GO:0032868;response to insulin;1/9;278/18862;0.125115538605275;0.14030855594397;0.0490317561790136;SREBF1;1
GO:0060047;heart contraction;1/9;279/18862;0.125539234265657;0.14030855594397;0.0490317561790136;SREBF1;1
GO:0003015;heart process;1/9;289/18862;0.129766170122478;0.144199112987912;0.0503913371617675;SREBF1;1
GO:1903522;regulation of blood circulation;1/9;290/18862;0.130187863142932;0.144199112987912;0.0503913371617675;SREBF1;1
GO:0048511;rhythmic process;1/9;294/18862;0.131872819441434;0.144586373510463;0.0505266679218323;SREBF1;1
GO:0031647;regulation of protein stability;1/9;295/18862;0.132293604912407;0.144586373510463;0.0505266679218323;SREBF1;1
GO:1903829;positive regulation of cellular protein localization;1/9;295/18862;0.132293604912407;0.144586373510463;0.0505266679218323;SREBF2;1
GO:0046879;hormone secretion;1/9;302/18862;0.135234030505015;0.147148923060523;0.0514221678711394;SREBF1;1
GO:0007568;aging;1/9;304/18862;0.136072523639421;0.147411900609373;0.0515140671211105;SREBF1;1
GO:0009914;hormone transport;1/9;312/18862;0.139419274017259;0.149724176879404;0.0523221074115114;SREBF1;1
GO:0051222;positive regulation of protein transport;1/9;312/18862;0.139419274017259;0.149724176879404;0.0523221074115114;SREBF2;1
GO:0009416;response to light stimulus;1/9;319/18862;0.142338221759412;0.15219714621028;0.0531863029586318;HMGCS1;1
GO:0071375;cellular response to peptide hormone stimulus;1/9;325/18862;0.144833168945659;0.154197382455077;0.0538852987910347;SREBF1;1
GO:1904951;positive regulation of establishment of protein localization;1/9;328/18862;0.146078221566593;0.154855453763728;0.0541152661778209;SREBF2;1
GO:0048545;response to steroid hormone;1/9;330/18862;0.146907361231975;0.155068881300418;0.0541898498471521;SREBF1;1
GO:0006790;sulfur compound metabolic process;1/9;378/18862;0.166593241900394;0.175100130848499;0.0611899029600551;HMGCS1;1
GO:1901653;cellular response to peptide;1/9;391/18862;0.171854858115579;0.179865042180289;0.0628550328522637;SREBF1;1
GO:0048608;reproductive structure development;1/9;405/18862;0.177488172976315;0.184977125422573;0.064641484272964;HMGCS1;1
GO:0061458;reproductive system development;1/9;408/18862;0.178690870829188;0.185448088633653;0.0648060654931153;HMGCS1;1
GO:0048732;gland development;1/9;413/18862;0.18069189375595;0.18674015798209;0.0652575877030957;HMGCS1;1
GO:0046486;glycerolipid metabolic process;1/9;433/18862;0.188652720231092;0.194155091237832;0.0678487853462699;SREBF1;1
GO:0043434;response to peptide hormone;1/9;435/18862;0.189445008527939;0.194161481769298;0.0678510185599082;SREBF1;1
GO:0009314;response to radiation;1/9;447/18862;0.194184313046094;0.197781073329651;0.0691159088558764;HMGCS1;1
GO:0016570;histone modification;1/9;448/18862;0.194578140968037;0.197781073329651;0.0691159088558764;SREBF1;1
GO:0006869;lipid transport;1/9;461/18862;0.199682357568329;0.201312417630111;0.0703499605611297;SREBF2;1
GO:0016569;covalent chromatin modification;1/9;461/18862;0.199682357568329;0.201312417630111;0.0703499605611297;SREBF1;1
GO:0023061;signal release;1/9;475/18862;0.205147031965207;0.205980962989456;0.0719814147246341;SREBF1;1
GO:1903793;positive regulation of anion transport;1/9;478/18862;0.206313709146608;0.206313709146608;0.0720976950778685;SREBF2;1
